character,character,gender,genre,k_means_cluster,role,status,word_count
Jn_Salisbury,Jn_Salisbury,m,history,0,other,1,1216
LLL_Armado,LLL_Armado,m,comedy,0,other,2,1733
LLL_Berowne,LLL_Berowne,m,comedy,3,other,2,4594
LLL_Boy,LLL_Boy,m,comedy,0,other,3,1107
LLL_Boyet,LLL_Boyet,m,comedy,3,other,1,1765
LLL_Costard,LLL_Costard,m,comedy,1,fool,p,1533
LLL_Holofernes,LLL_Holofernes,m,comedy,0,other,3,1302
LLL_King,LLL_King,m,comedy,2,protag,0,2359
LLL_Princess,LLL_Princess,f,comedy,3,antag,0,2179
LLL_Rosaline,LLL_Rosaline,f,comedy,1,other,1,1333
Lr_Albany,Lr_Albany,m,tragedy,2,other,1,1006
Lr_Edgar,Lr_Edgar,m,tragedy,2,other,1,2903
Lr_Edmund,Lr_Edmund,m,tragedy,2,other,1,2369
Lr_Fool,Lr_Fool,m,tragedy,4,fool,p,1739
Lr_Gloucester,Lr_Gloucester,m,tragedy,3,other,1,2531
Lr_Goneril,Lr_Goneril,f,tragedy,1,antag,1,1473
Lr_Kent,Lr_Kent,m,tragedy,1,other,1,2586
Lr_Lear,Lr_Lear,m,tragedy,4,protag,0,5601
Lr_Regan,Lr_Regan,f,tragedy,1,other,1,1363
MM_Angelo,MM_Angelo,m,comedy,4,antag,1,2379
MM_Duke,MM_Duke,m,comedy,3,protag,0,6533
MM_Escalus,MM_Escalus,m,comedy,3,other,1,1418
MM_Isabella,MM_Isabella,f,comedy,3,other,2,3018
MM_Lucio,MM_Lucio,m,comedy,3,other,2,2318
MM_Pompey,MM_Pompey,m,comedy,1,fool,6,1292
MM_Provost,MM_Provost,m,comedy,0,other,4,1125
MND_Bottom,MND_Bottom,m,comedy,4,fool,5,2040
MND_Demetrius,MND_Demetrius,m,comedy,5,other,1,1066
MND_Helena,MND_Helena,f,comedy,4,other,1,1816
MND_Hermia,MND_Hermia,f,comedy,5,other,1,1284
MND_Lysander,MND_Lysander,m,comedy,4,other,1,1395
MND_Theseus,MND_Theseus,m,comedy,0,other,1,1724
MV_Antonio,MV_Antonio,m,comedy,4,other,2,1434
MV_Bassanio,MV_Bassanio,m,comedy,3,other,2,2593
MV_Gratiano,MV_Gratiano,m,comedy,4,other,2,1373
MV_LanceletGobbo,MV_LanceletGobbo,m,comedy,1,fool,5,1452
MV_Lorenzo,MV_Lorenzo,m,comedy,0,other,2,1329
MV_Portia,MV_Portia,f,comedy,3,protag,1,4599
MV_Shylock,MV_Shylock,m,comedy,2,antag,3,2881
Mac_LadyMacbeth,Mac_LadyMacbeth,f,tragedy,2,other,0,1908
Mac_Macbeth,Mac_Macbeth,m,tragedy,2,protag,0,5310
Mac_Macduff,Mac_Macduff,m,tragedy,2,other,1,1162
Mac_Malcolm,Mac_Malcolm,m,tragedy,2,other,1,1508
Oth_Brabantio,Oth_Brabantio,m,tragedy,2,other,1,1045
Oth_Cassio,Oth_Cassio,m,tragedy,2,other,2,1961
Oth_Desdemona,Oth_Desdemona,f,tragedy,5,other,1,2755
Oth_Emilia,Oth_Emilia,f,tragedy,4,other,2,1823
Oth_Iago,Oth_Iago,m,tragedy,3,antag,2,8438
Oth_Othello,Oth_Othello,m,tragedy,2,protag,1,6263
Per_Gower,Per_Gower,m,comedy,3,other,p,2073
Per_Marina,Per_Marina,f,comedy,5,other,1,1265
Per_Pericles,Per_Pericles,m,comedy,4,protag,0,4580
Per_Simonides,Per_Simonides,m,comedy,1,other,0,1136
R2_Gaunt,R2_Gaunt,m,history,2,other,1,1515
R2_HenryIV,R2_HenryIV,m,history,2,antag,1,3117
R2_Mowbray,R2_Mowbray,m,history,2,other,1,1057
R2_Northumberland,R2_Northumberland,m,history,0,other,1,1104
R2_RichardII,R2_RichardII,m,history,2,protag,0,5986
R2_York,R2_York,m,history,3,other,1,2232
R3_Buckingham,R3_Buckingham,m,history,0,other,1,2918
R3_Clarence,R3_Clarence,m,history,2,other,1,1338
R3_DuchessOfYork,R3_DuchessOfYork,m,history,4,other,1,1093
R3_Hastings,R3_Hastings,m,history,5,other,1,1149
R3_HenryVII,R3_HenryVII,m,history,0,other,1,1066
R3_LadyAnne,R3_LadyAnne,f,history,4,other,1,1242
R3_QueenElizabeth,R3_QueenElizabeth,f,history,1,other,0,2122
R3_QueenMargaret,R3_QueenMargaret,f,history,4,other,0,1751
R3_RichardIII,R3_RichardIII,m,history,2,protag,1,8833
Rom_Benvolio,Rom_Benvolio,m,tragedy,3,other,1,1160
Rom_Capulet,Rom_Capulet,m,tragedy,5,other,1,2136
Rom_FriarLawrence,Rom_FriarLawrence,m,tragedy,4,other,2,2722
Rom_Juliet,Rom_Juliet,f,tragedy,4,other,1,4265
Rom_Mercutio,Rom_Mercutio,m,tragedy,2,other,1,2100
Rom_Nurse,Rom_Nurse,f,tragedy,4,other,2,2205
Rom_Romeo,Rom_Romeo,m,tragedy,5,protag,1,4673
Shr_Baptista,Shr_Baptista,m,comedy,4,other,2,1289
Shr_Gremio,Shr_Gremio,m,comedy,1,other,2,1329
Shr_Grumio,Shr_Grumio,m,comedy,1,fool,3,1454
Shr_Hortensio,Shr_Hortensio,m,comedy,1,other,2,1575
Shr_Katherine,Shr_Katherine,f,comedy,4,other,2,1761
Shr_Lord,Shr_Lord,m,comedy,0,other,1,1059
Shr_Lucentio,Shr_Lucentio,m,comedy,2,other,2,1371
Shr_Petruchio,Shr_Petruchio,m,comedy,4,protag,2,4609
Shr_Tranio,Shr_Tranio,m,comedy,1,other,3,2262
TGV_Duke,TGV_Duke,m,comedy,4,other,0,1529
TGV_Julia,TGV_Julia,f,comedy,1,other,2,2430
TGV_Lance,TGV_Lance,m,comedy,1,fool,5,1852
TGV_Proteus,TGV_Proteus,m,comedy,5,antag,2,3350
TGV_Speed,TGV_Speed,m,comedy,1,fool,5,1456
TGV_Sylvia,TGV_Sylvia,m,comedy,5,other,1,1138
TGV_Valentine,TGV_Valentine,m,comedy,4,protag,2,2821
TNK_Arcite,TNK_Arcite,m,comedy,4,other,1,3671
TNK_Daughter,TNK_Daughter,f,comedy,4,other,5,2675
TNK_Emilia,TNK_Emilia,f,comedy,2,other,1,2713
TNK_Palamon,TNK_Palamon,m,comedy,4,other,1,4252
TNK_Theseus,TNK_Theseus,m,comedy,2,protag,0,2378
TN_AndrewAguecheek,TN_AndrewAguecheek,m,comedy,5,other,2,1171
TN_Feste,TN_Feste,m,comedy,1,fool,p,2443
TN_Malvolio,TN_Malvolio,m,comedy,3,antag,2,2224
TN_Maria,TN_Maria,f,comedy,3,other,2,1216
TN_Olivia,TN_Olivia,f,comedy,3,other,1,2311
TN_Orsino,TN_Orsino,m,comedy,2,other,0,1617
TN_Sebastian,TN_Sebastian,m,comedy,4,other,2,1005
TN_TobyBelch,TN_TobyBelch,m,comedy,2,other,2,2694
TN_Viola,TN_Viola,f,comedy,4,protag,2,2564
Tim_Alcibiades,Tim_Alcibiades,m,tragedy,5,other,2,1181
Tim_Apemantus,Tim_Apemantus,m,tragedy,4,other,1,1759
Tim_Flavius,Tim_Flavius,m,tragedy,5,other,3,1519
Tim_Timon,Tim_Timon,m,tragedy,4,protag,p,6336
Tit_Aaron,Tit_Aaron,m,tragedy,2,antag,2,2805
Tit_Lucius,Tit_Lucius,m,tragedy,4,other,1,1412
Tit_Marcus,Tit_Marcus,m,tragedy,2,other,1,2447
Tit_Saturninus,Tit_Saturninus,m,tragedy,2,other,1,1590
Tit_Tamora,Tit_Tamora,f,tragedy,2,other,0,1981
Tit_Titus,Tit_Titus,m,tragedy,4,protag,1,5712
Tmp_Caliban,Tmp_Caliban,m,comedy,5,other,6,1351
Tmp_Gonzalo,Tmp_Gonzalo,m,comedy,1,other,2,1157
Tmp_Miranda,Tmp_Miranda,f,comedy,5,other,1,1014
Tmp_Prospero,Tmp_Prospero,m,comedy,2,protag,0,4712
Tmp_Stephano,Tmp_Stephano,m,comedy,5,other,5,1312
Tro_Achilles,Tro_Achilles,m,tragedy,4,other,2,1304
Tro_Aeneas,Tro_Aeneas,m,tragedy,3,other,2,1052
Tro_Agamemnon,Tro_Agamemnon,m,tragedy,0,other,2,1407
Tro_Cressida,Tro_Cressida,f,tragedy,5,other,3,2119
Tro_Hector,Tro_Hector,m,tragedy,4,other,1,1528
Tro_Nestor,Tro_Nestor,m,tragedy,0,other,2,1135
Tro_Pandarus,Tro_Pandarus,m,tragedy,4,other,2,3154
Tro_Thersites,Tro_Thersites,m,tragedy,2,fool,5,2287
Tro_Troilus,Tro_Troilus,m,tragedy,2,protag,1,3962
Tro_Ulysses,Tro_Ulysses,m,tragedy,0,other,2,3520
WT_Autolycus,WT_Autolycus,m,comedy,2,fool,p,2395
WT_Camillo,WT_Camillo,m,comedy,3,other,1,2094
WT_Florizell,WT_Florizell,m,comedy,4,other,1,1391
WT_Hermione,WT_Hermione,f,comedy,5,other,0,1584
WT_Leontes,WT_Leontes,m,comedy,3,protag,0,4903
WT_Paulina,WT_Paulina,f,comedy,1,other,1,2390
WT_Polixenes,WT_Polixenes,m,comedy,3,antag,0,1960
WT_Shepherd,WT_Shepherd,m,comedy,3,other,5,1072
WT_ShepherdsSon,WT_ShepherdsSon,m,comedy,2,other,6,1597
Wiv_Falstaff,Wiv_Falstaff,m,comedy,2,antag,2,3649
Wiv_HughEvans,Wiv_HughEvans,m,comedy,0,other,3,1849
Wiv_MasterFord,Wiv_MasterFord,m,comedy,1,other,3,2530
Wiv_MasterPage,Wiv_MasterPage,m,comedy,1,other,3,1094
Wiv_MistressFord,Wiv_MistressFord,f,comedy,3,other,3,1293
Wiv_MistressPage,Wiv_MistressPage,f,comedy,2,protag,3,2528
Wiv_MistressQuickly,Wiv_MistressQuickly,f,comedy,1,other,4,2200
Wiv_Slender,Wiv_Slender,m,comedy,4,other,2,1171
